Selected line,Order,Equipment,Description of Technical Object,Description,Basic start date,Order Type,Cost Center,System Condition,Basic finish date,Plant,Total actual costs,User Status,System status,Scheduled start,Assembly,Description of assembly,Created on,Notification
,323730331,11528720,TRLR PUMP Q10 2000 HHP CVRSN,Prueba operativa comun Q10 8720,4/25/2022,FTST,6004510016,,4/25/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/25/2022,FUNCTION TEST,FUNCTION TEST,4/25/2022,32262616
,323731039,13038520,TRLR PUMP Q10-X 2000 HHP,"Cambio de aceite y filtros, 26091hs",4/26/2022,RPM,6004510016,,4/26/2022,1600,"245,086.47",,REL  ESTC GMPS MACM PRC  SETC,4/26/2022,ENGINE FILTER/OIL,Engine filter/oil,4/26/2022,32263569
,323731410,12608136,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,"Chequeo general,",4/26/2022,RPM,6004510016,,4/26/2022,1600,0.00,,CRTD ESTC MANC NMAT PRC,4/26/2022,PRE/POST JOB INSP,PRE/POST JOB INSP,4/26/2022,32263951
,323731703,12593804,TRLR BLNR FRAC ACE 100 BBL FB4K,Perform 501A Blender Inspection,6/4/2022,OPPM,6004510016,,6/4/2022,1600,0.00,,CRTD MANC NMAT PRC,6/4/2022,,,4/27/2022,32267128
,323731736,300183914,TURBIDIMETRO HACH - 15090C043519,TURBIDIMETRO-15090C043519,5/18/2022,OPPM,6004510016,,5/18/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,5/18/2022,LEVEL A PM,Level A PM,4/27/2022,32268061
,323731743,300183911,TURBIDIMETRO HACH - 15090C043424,TURBIDIMETRO-15090C043424,5/18/2022,OPPM,6004510016,2,5/18/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,5/18/2022,LEVEL A PM,Level A PM,4/27/2022,32268071
,323731744,300183913,TURBIDIMETRO HACH - 13080C027222,TURBIDIMETRO-13080C027222,5/18/2022,OPPM,6004510016,,5/18/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,5/18/2022,LEVEL A PM,Level A PM,4/27/2022,32268072
,323731747,300183912,TURBIDIMETRO HACH - 15090C043532,TURBIDIMETRO-15090C043532,5/18/2022,OPPM,6004510016,,5/18/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,5/18/2022,LEVEL A PM,Level A PM,4/27/2022,32268075
,323731862,12999794,TRLR PUMP HT2000 2000 HHP,Obs. bahía de prueba,4/26/2022,RPM,6004510016,,4/26/2022,1600,0.00,,TECO NMAT PRC  SETC,4/26/2022,ENGINE GRP,Engine grp,4/26/2022,32264650
,323731985,11691538,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,5/9/2022,PREV,6004510016,,5/9/2022,1600,"23,014.96",,TECO PCNF ESTC NMAT PRC  SETC,5/9/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32263289
,323731991,12694766,TRLR MANF HEADER HP,Perform S58_S PM Inspection,6/3/2022,PREV,6004510016,,6/3/2022,1600,0.00,,CRTD MANC NMAT PRC,6/3/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32263294
,323731992,12506564,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,5/10/2022,PREV,6004510016,,5/10/2022,1600,"5,753.74",,TECO PCNF MANC PRC  SETC,5/10/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32263295
,323731993,12622242,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,5/4/2022,PREV,6004510016,,5/4/2022,1600,"23,014.96",,TECO PCNF ESTC NMAT PRC  SETC,5/4/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32263296
,323731994,12506584,TRLR BLNR DRY GEL MIX,Perform 501A ADP Inspection,6/3/2022,OPPM,6004510016,,6/3/2022,1600,0.00,,CRTD MANC NMAT PRC,6/3/2022,,,4/26/2022,32263297
,323732044,13057726,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,5/9/2022,PREV,6004510016,,5/9/2022,1600,"23,014.96",,TECO PCNF ESTC NMAT PRC  SETC,5/9/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32264145
,323732068,13057750,TRLR PUMP Q10 2000 HHP,Perform S76 PM inspection,5/9/2022,PREV,6004510016,,5/9/2022,1600,"46,029.92",INPR,TECO PCNF ESTC NMAT PRC  SETC,5/9/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32264219
,323732199,13281437,TRLR TRANS EXPRESS SAND STRUCTURE,VTV ESPECIAL - AE239YS (INSEHLA),4/27/2022,CERT,6004510016,,4/27/2022,1600,"23,415.98",,REL  ESTC NMAT PRC  SETC,4/27/2022,,,4/26/2022,32264853
,323732200,13001128,TRLR BLNR DRY GEL MIX,VTV ESPECIAL - AE460RG (INSEHLA),4/27/2022,CERT,6004510016,,4/27/2022,1600,"23,415.99",,REL  ESTC NMAT PRC  SETC,4/27/2022,,,4/26/2022,32264854
,323732203,13149864,TRK TRANSPT IRON W\CRANE,VTV ESPECIAL - AD203TK (INSEHLA),4/27/2022,CERT,6004510016,,4/27/2022,1600,"23,415.99",,REL  ESTC NMAT PRC  SETC,4/27/2022,,,4/26/2022,32264857
,323732382,12999806,TRLR PUMP HT2000 2000 HHP,"Reemplazo transmisión NUEVA, 10143 hrs.",4/26/2022,UNSC,6004510016,,4/26/2022,1600,"16,840,897.28",,TECO PCNF ESTC GMPS MANC PRC  SETC,4/26/2022,RPL NEW TRANS AUTO,REPLACE NEW TRANSMISSION AUTOMATIC,4/26/2022,32263597
,323732389,12999806,TRLR PUMP HT2000 2000 HHP,"Fotografía magnético Allison, 10143hs.",4/25/2022,UNSC,6004510016,,4/25/2022,1600,"11,507.48",,TECO PCNF ESTC NMAT PRC  SETC,4/25/2022,TRANS-AUTO GRP,Transmission auto grp,4/26/2022,32265005
,323732397,13266646,"TELHANDLER,MDL DIECI SAMSON 45.8 (127HP)","Falta nivel de aceite hidráulico, 2313hs",4/22/2022,RPM,6004510016,,4/22/2022,1600,0.00,,CRTD MANC NMAT PRC,4/22/2022,HYDRAULIC SYS GRP,Hydraulic sys grp,4/26/2022,32265011
,323732398,13266646,"TELHANDLER,MDL DIECI SAMSON 45.8 (127HP)",Reemplazar lamp. traseras derecha,4/22/2022,RPM,6004510016,,4/22/2022,1600,0.00,,CRTD MANC NMAT PRC,4/22/2022,TAIL LIGHTS,Tail lights,4/26/2022,32265012
,323732400,13149866,TRK TRANSPT IRON W\CRANE,Falta cinturon de seguridad conductor,4/25/2022,RPM,6004510016,,4/25/2022,1600,0.00,,CRTD MANC NMAT PRC,4/25/2022,CAB SAFETY ITEMS,Cab safety items,4/26/2022,32265014
,323732401,13149866,TRK TRANSPT IRON W\CRANE,Reemplazar lamp. traseras derecha,4/25/2022,RPM,6004510016,,4/25/2022,1600,0.00,,CRTD MANC NMAT PRC,4/25/2022,TAIL LIGHTS,Tail lights,4/26/2022,32265015
,323732402,11915777,TRLR MANF HEADER HP,No posee baterias,4/26/2022,RPM,6004510016,,4/26/2022,1600,0.00,,CRTD MANC NMAT PRC,4/26/2022,BATTERY,Battery,4/26/2022,32265017
,323732406,12999806,TRLR PUMP HT2000 2000 HHP,"Cambio de aceite y filtros, 10143 hs",4/26/2022,RPM,6004510016,,4/26/2022,1600,"250,638.34",,TECO PCNF ESTC GMPS MANC PRC  SETC,4/26/2022,ENGINE FILTER/OIL,Engine filter/oil,4/26/2022,32265023
,323732419,,,MONITOREO ABRIL 2022 [[CBM]],4/26/2022,PRED,6004510016,,4/26/2022,1600,"1,489,222.50",,TECO ESTC GMPS MANC NMAT PRC  SETC,4/26/2022,ACC-GENERAL GRP,Accessories-general grp,4/26/2022,32265034
,323732421,,,Tecnico Ayuda ABRIL 2022 [[CBM]],4/26/2022,PRED,6004510016,,4/26/2022,1600,"2,077,647.35",,TECO ESTC GMPS MANC NMAT PRC  SETC,4/26/2022,ACC-GENERAL GRP,Accessories-general grp,4/26/2022,32265036
,323732473,13251501,TRLR MOBILE LIGHTING SYSTEM,Perform L28_S PM Inspection,6/6/2022,PREV,6004510016,,6/6/2022,1600,0.00,,CRTD MANC NMAT PRC,6/6/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32264224
,323732478,13038532,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,5/6/2022,PREV,6004510016,,5/6/2022,1600,"23,014.96",INPR,TECO PCNF ESTC NMAT PRC  SETC,5/6/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32264229
,323732481,13251500,TRLR MOBILE LIGHTING SYSTEM,Perform L28_S PM Inspection,6/6/2022,PREV,6004510016,,6/6/2022,1600,0.00,,CRTD MANC NMAT PRC,6/6/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/26/2022,32264232
,323732611,12999794,TRLR PUMP HT2000 2000 HHP,Reemplazo de Fluid End HT [[12999794]],4/25/2022,RPM,6004510016,,4/26/2022,1600,"3,577,131.03",,REL  ESTC GMPS MACM PRC  SETC,4/25/2022,RPL NEW FL/END-ALL,REPLACE NEW FLUID END-ALL,4/26/2022,32264664
,323732617,11970892,TRLR PUMP HT2000 2000 HHP,Reemplazo de Fluid End HT [[11970892]],4/26/2022,RPM,6004510016,,4/26/2022,1600,"3,577,131.03",,REL  ESTC GMPS MACM PRC  SETC,4/26/2022,RPL NEW FL/END-ALL,REPLACE NEW FLUID END-ALL,4/26/2022,32264669
,323732822,12608136,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,Prueba operatriva Q10 12608136,4/26/2022,FTST,6004510016,,4/26/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/26/2022,FUNCTION TEST,FUNCTION TEST,4/26/2022,32264947
,323732880,13057723,TRLR PUMP Q10-X 2000 HHP,Prueba operativa Q10X 13057723,4/26/2022,FTST,6004510016,,4/26/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/26/2022,FUNCTION TEST,FUNCTION TEST,4/26/2022,32264379
,323732986,12643202,TRLR PUMP Q10 2000 HHP,MEDICION VIBRACION TURBO [[SKF]],4/26/2022,RPM,6004510016,,4/26/2022,1600,"538,863.00",,REL  ESTC MANC NMAT PRC  SETC,4/26/2022,ACC-GENERAL GRP,Accessories-general grp,4/26/2022,32264511
,323733055,13038529,TRLR PUMP Q10-X 2000 HHP,Servis motor y caja hs11735,4/26/2022,RPM,6004510016,,4/29/2022,1600,"147,084.47",,REL  ESTC GMPS MACM PRC  SETC,4/26/2022,ENGINE FILTER/OIL,Engine filter/oil,4/26/2022,32265637
,323733158,,,Mangueras refrig turbos CAT [[EQUIPAR]],4/26/2022,RPM,6004510016,,5/31/2022,1600,"297,359.30",,REL  MANC PRC  SETC,4/26/2022,ENGINE GRP,Engine grp,4/26/2022,32265405
,323733592,13038520,TRLR PUMP Q10-X 2000 HHP,Migracion Q10X,4/26/2022,RPM,6004510016,,4/26/2022,1600,"111,632.36",,REL  ESTC GMPS MSPT PRC  SETC,4/26/2022,ELEC-CNTRL DEV GRP,Electronic-control devices grp,4/26/2022,32265345
,323734036,11528725,TRLR PUMP Q10-X 2000 HHP CVRSN,Prueba operativa Q10x 8725,4/26/2022,FTST,6004510016,,4/26/2022,1600,0.00,,CRTD MANC NMAT PRC,4/26/2022,FUNCTION TEST,FUNCTION TEST,4/26/2022,32265934
,323734037,11691240,TRLR PUMP HT2000 2000 HHP,Prueba operativa Ht 1240,4/26/2022,FTST,6004510016,,4/26/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/26/2022,FUNCTION TEST,FUNCTION TEST,4/26/2022,32265935
,323734057,13038520,TRLR PUMP Q10-X 2000 HHP,Prueba operativa comun Q10X 8520,4/27/2022,FTST,6004510016,,4/27/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/27/2022,FUNCTION TEST,FUNCTION TEST,4/27/2022,32265946
,323734990,12045335,SKID POWER PACK HYD MM,cambio  de baterias,4/27/2022,RPM,6004510016,,4/29/2022,1600,"286,139.84",,TECO PCNF ESTC GMPS MACM PRC  SETC,4/27/2022,BATTERY,Battery,4/27/2022,32266717
,323735169,12226031,PICKUP HILUX 4X4 - MNT 912,Service Toyota MNT912 [[12226031]],4/27/2022,UNSC,6004510016,,4/27/2022,1600,"61,625.08",,REL  NMAT PRC  SETC,4/27/2022,ENGINE ACC'S,Engine acc's,4/27/2022,
,323735308,11970892,TRLR PUMP HT2000 2000 HHP,RPL DE POWER END 25281 HS [REMANN],4/27/2022,RPM,6004510016,,4/29/2022,1600,"529,279.84",,REL  PCNF ESTC GMPS MANC PRC  SETC,4/27/2022,HT-2000,HT-2000,4/27/2022,32267045
,323735836,11528715,TRLR PUMP Q10-X 2000 HHP CVRSN,Prueba Operativa comun 8715,4/27/2022,FTST,6004510016,,4/27/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/27/2022,FUNCTION TEST,FUNCTION TEST,4/27/2022,32268193
,323736273,11970698,TRLR PUMP HT2000 2000 HHP,Fab. manguera hidráulica [[HIDROIL]],4/27/2022,RPM,6004510016,,4/27/2022,1600,"129,652.67",,REL  ESTC MACM PRC  SETC,4/27/2022,HYDRAULIC SYS GRP,Hydraulic sys grp,4/27/2022,32267173
,323736366,12584754,TRAC HYD START 6X4 SLPR,Falta paragolpes trasero.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,,,4/28/2022,32271667
,323736370,12584754,TRAC HYD START 6X4 SLPR,Cubiert cuartiada.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,WHEEL/RIMS GRP,Wheel/rims grp,4/28/2022,32271676
,323736469,11243945,TRLR BLNR FRAC ACE 100 BBL FB4K,Prueba WM,4/27/2022,FTST,6004510016,,4/27/2022,1600,0.00,,CRTD MANC NMAT PRC,4/27/2022,FUNCTION TEST,FUNCTION TEST,4/27/2022,32268546
,323736574,11970892,TRLR PUMP HT2000 2000 HHP,"cambio de aceite y filtros, 25280 hrs.",4/27/2022,RPM,6004510016,,4/30/2022,1600,"250,848.05",,TECO PCNF GMPS MANC PRC  SETC,4/27/2022,ENGINE FILTER/OIL,Engine filter/oil,4/27/2022,32267448
,323736575,11501080,TRLR PUMP Q10-X 2000 HHP CVRSN,"cambio de aceite y filtros, 21128 hrs.",4/27/2022,RPM,6004510016,,4/30/2022,1600,"339,052.38",,TECO PCNF GMPS MANC PRC  SETC,4/27/2022,ENGINE FILTER/OIL,Engine filter/oil,4/27/2022,32267449
,323736794,11542685,TRLR PUMP Q10-X 2000 HHP CVRSN,Cambio de aceite y filtros 14946 hrs,4/27/2022,RPM,6004510016,,4/27/2022,1600,"264,482.42",,REL  ESTC GMPS MANC MSPT PRC  SETC,4/27/2022,ENGINE FILTER/OIL,Engine filter/oil,4/27/2022,32268144
,323737118,11501080,TRLR PUMP Q10-X 2000 HHP CVRSN,RPL corta corriente LOTO,4/27/2022,RPM,6004510016,,4/27/2022,1600,0.00,,CRTD MANC NMAT PRC,4/27/2022,CONTROL STAND GRP,Control stand grp,4/27/2022,32268949
,323737122,11317872,TRLR PUMP Q10-X 2000 HHP CVRSN,Rpl bobina D,4/27/2022,RPM,6004510016,,4/27/2022,1600,"7,743.36",,TECO PCNF ESTC NMAT PRC  SETC,4/27/2022,TRANS-AUTO GRP,Transmission auto grp,4/27/2022,32269752
,323737123,13057723,TRLR PUMP Q10-X 2000 HHP,Falta transductor de Temperatura,4/27/2022,RPM,6004510016,,4/27/2022,1600,0.00,,CRTD MANC NMAT PRC,4/27/2022,CONTROL STAND GRP,Control stand grp,4/27/2022,32269754
,323737127,13057723,TRLR PUMP Q10-X 2000 HHP,RPL corta corriente LOTO,4/27/2022,RPM,6004510016,,4/27/2022,1600,"4,063.03",,REL  ESTC GMPS MACM PRC  SETC,4/27/2022,ELECTRO ENCLOSURE,Electronic enclosure,4/27/2022,32269757
,323737136,13038529,TRLR PUMP Q10-X 2000 HHP,Prueba operativa comun Q10X 8529,4/27/2022,FTST,6004510016,,4/27/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/27/2022,FUNCTION TEST,FUNCTION TEST,4/27/2022,32269773
,323737138,12999794,TRLR PUMP HT2000 2000 HHP,Prueba operativa HT 9794,4/27/2022,FTST,6004510016,,4/27/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/27/2022,FUNCTION TEST,FUNCTION TEST,4/27/2022,32269775
,323737283,12999794,TRLR PUMP HT2000 2000 HHP,"RPL Termocupla, 12722 hs [[FINN]]",4/27/2022,RPM,6004510016,,5/30/2022,1600,"1,710,379.75",,REL  GMPS MANC NMAT PRC  SETC,4/27/2022,ENGINE GRP,Engine grp,4/27/2022,32268833
,323737307,13038517,TRLR PUMP Q10-X 2000 HHP,"Rpl 3 Turbos, 6179hs [[FINNING]]",4/27/2022,RPM,6004510016,,4/27/2022,1600,0.00,,CRTD MANC NMAT PRC,4/27/2022,RPL NEW TURBO/BLOW,REPLACE NEW TURBO CHARGER/BLOWER,4/27/2022,32268849
,323737492,,,Rep. de neumat. Toy AB429ZR  [[AB429ZR]],4/27/2022,RPM,6004510016,,4/27/2022,1600,0.00,,REL  NMAT PRC  SETC,4/27/2022,TIRE MAINT (GEN),Tire maint (general),4/27/2022,
,323737606,13001128,TRLR BLNR DRY GEL MIX,Adaptación alarma de retroceso [[SWP]],4/26/2022,RPM,6004510016,,4/26/2022,1600,0.00,,CRTD MANC NMAT PRC,4/26/2022,SAFETY GRP,Safety grp,4/27/2022,32269704
,323737612,13057723,TRLR PUMP Q10-X 2000 HHP,Obs. bahía de prueba,4/26/2022,RPM,6004510016,,4/26/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/26/2022,ENGINE GRP,Engine grp,4/27/2022,32269707
,323737627,11528720,TRLR PUMP Q10 2000 HHP CVRSN,"rpl de patas de apoyo , 14069 hrs",4/27/2022,RPM,6004510016,,5/4/2022,1600,"74,752.74",,TECO PCNF GMPS MACM PRC  SETC,4/27/2022,FRAME GRP,Frame grp,4/27/2022,32269728
,323737823,11720335,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,5/6/2022,PREV,6004510016,,5/18/2022,1600,"57,537.40",,TECO PCNF ESTC NMAT PRC  SETC,5/6/2022,LEVEL L PM,LEVEL L PM,4/28/2022,32270597
,323737837,11568617,TRLR PUMP Q10-X 2000 HHP CVRSN,Perform S76 PM inspection,5/4/2022,PREV,6004510016,,5/4/2022,1600,"46,029.92",,TECO PCNF ESTC NMAT PRC  SETC,5/4/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/28/2022,32271712
,323737842,13038514,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,5/27/2022,PREV,6004510016,,5/27/2022,1600,"34,522.44",,TECO PCNF ESTC NMAT PRC  SETC,5/27/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/28/2022,32271717
,323737845,13057732,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,5/7/2022,PREV,6004510016,,5/7/2022,1600,"23,014.96",,TECO PCNF NMAT PRC  SETC,5/7/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/28/2022,32271720
,323737848,13038538,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,5/5/2022,PREV,6004510016,,5/5/2022,1600,"23,245.10",,TECO PCNF ESTC NMAT PRC  SETC,5/5/2022,SCHD INSP MECH GRP,Sched inspection mech grp,4/28/2022,32271723
,323738687,11542685,TRLR PUMP Q10-X 2000 HHP CVRSN,RPL baterias 14946 hrs.,4/28/2022,RPM,6004510016,,5/4/2022,1600,"47,793.21",,REL  ESTC GMPS MACM PRC  SETC,4/28/2022,BATTERY,Battery,4/28/2022,32270385
,323739588,12129757,TRLR PUMP Q10-X 2000 HHP,REP TRANSMISION [[MTU]],4/28/2022,RPM,6004510016,,7/30/2022,1600,"5,434,867.85",,REL  ESTC GMPS MANC NMAT PRC  SETC,4/28/2022,TRANS-AUTO GRP,Transmission auto grp,4/28/2022,32271275
,323739641,11970892,TRLR PUMP HT2000 2000 HHP,Prueba operativa WM HT 0892,4/28/2022,FTST,6004510016,,4/28/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,4/28/2022,FUNCTION TEST,FUNCTION TEST,4/28/2022,32272816
,323739695,13067515,TRAC HYD START 6X4 SLPR,Parabrisa rajado,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,WINDSHIELD/GLASS,Windshield/glass,4/28/2022,32271464
,323739698,13067515,TRAC HYD START 6X4 SLPR,Fuga en acople,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,CAB ACC'S,Cab acc's,4/28/2022,32271466
,323739699,13228156,TRAC STD 6X4,Falta guardabarros traseros,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,MUD FLAPS,Mud flaps,4/28/2022,32271467
,323739701,13228156,TRAC STD 6X4,Espejo lado izquierdo rajado,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,WINDSHIELD/GLASS,Windshield/glass,4/28/2022,32271469
,323739702,13123835,TRAC HYD START 6X4 SLPR,Falta guardabarros,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,MUD FLAPS,Mud flaps,4/28/2022,32271470
,323739857,13067521,TRAC STD 6X4,"Falta botiquin, fusible de repuesto.",4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,BREAKER/FUSE,BREAKER/FUSE,4/28/2022,32272405
,323740095,13396978,FKLFT EXPRESS SAND,RPL DE RODAMIENTOS DE TORRE [[EALL]],4/28/2022,RPM,6004510016,,4/28/2022,1600,"670,800.00",,REL  ESTC GMPS MANC NMAT PRC  SETC,4/28/2022,CARGO LIFT SYSTEMS,Cargo lift systems,4/28/2022,32271883
,323740193,11542685,TRLR PUMP Q10-X 2000 HHP CVRSN,rpl polea tensor correas.,4/28/2022,RPM,6004510016,,4/30/2022,1600,"16,856.22",,TECO PCNF GMPS MACM PRC  SETC,4/28/2022,COOLING SYS ACC'S,Cooling sys acc's,4/28/2022,32272237
,323740195,11542685,TRLR PUMP Q10-X 2000 HHP CVRSN,"rpl reten bancada trasera motor, 14946 h",4/28/2022,RPM,6004510016,,4/30/2022,1600,"34,522.44",,TECO PCNF MANC NMAT PRC  SETC,4/28/2022,ENGINE GRP,Engine grp,4/28/2022,32272239
,323740196,13038538,TRLR PUMP Q10-X 2000 HHP,"chequeo gral, 18855 hrs.",4/28/2022,RPM,6004510016,,4/30/2022,1600,"11,507.48",,TECO PCNF NMAT PRC  SETC,4/28/2022,PRE/POST JOB INSP,PRE/POST JOB INSP,4/28/2022,32272240
,323740197,13038538,TRLR PUMP Q10-X 2000 HHP,"cambio de aceite y filtros, 18855 hrs.",4/28/2022,RPM,6004510016,,4/30/2022,1600,"279,631.16",,TECO PCNF ESTC GMPS MANC PRC  SETC,4/28/2022,ENGINE FILTER/OIL,Engine filter/oil,4/28/2022,32272241
,323740374,12381185,TRAC WINCH 6X4,Cubiert cuartiada.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,WHEEL/RIMS GRP,Wheel/rims grp,4/28/2022,32271686
,323740379,12381185,TRAC WINCH 6X4,Puerta Lado Izquirdo caido.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,CAB ACC'S,Cab acc's,4/28/2022,32271688
,323740383,13067521,TRAC STD 6X4,Falta guardabarros traseros.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,MUD FLAPS,Mud flaps,4/28/2022,32271689
,323740387,13067521,TRAC STD 6X4,Paragolpes trasero faltante.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,,,4/28/2022,32271691
,323740389,13067521,TRAC STD 6X4,SAFETY GRP.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,SAFETY GRP,Safety grp,4/28/2022,32271695
,323740390,13067521,TRAC STD 6X4,Pierde por reten de PTO.,4/28/2022,RPM,6004510016,,4/28/2022,1600,0.00,,CRTD MANC NMAT PRC,4/28/2022,TRANS-AUTO GRP,Transmission auto grp,4/28/2022,32271696
,323740877,11580399,TRLR BLNR FRAC ACE 100 BBL FB4K,"cambio de aceite y filtros, 7872 hrs.",4/28/2022,RPM,6004510016,,4/30/2022,1600,"250,463.11",,TECO PCNF ESTC GMPS MANC MSPT PRC  SETC,4/28/2022,ENGINE FILTER/OIL,Engine filter/oil,4/28/2022,32271630
,323740965,11580399,TRLR BLNR FRAC ACE 100 BBL FB4K,cambio de aceite/filtros Hidr. 7872 hrs.,4/29/2022,RPM,6004510016,,4/30/2022,1600,"223,672.24",,TECO PCNF GMPS MSPT PRC  SETC,4/29/2022,HYDRAULIC SYS GRP,Hydraulic sys grp,4/29/2022,32274480
,323741201,12999791,TRLR PUMP HT2000 2000 HHP,Rpl mang presion aceite comp [[HIDROIL]],4/28/2022,RPM,6004510016,,4/28/2022,1600,"1,150.75",,TECO PCNF MANC NMAT PRC  SETC,4/28/2022,HYD SYSTEM ACC'S,Hydraulic system acc's,4/28/2022,32272859
,323741202,12153244,TRLR PUMP Q10-X 2000 HHP,Rpl mang presion aceite comp [[HIDROIL]],4/28/2022,RPM,6004510016,,4/28/2022,1600,"1,150.75",,TECO PCNF MANC NMAT PRC  SETC,4/28/2022,HYD SYSTEM ACC'S,Hydraulic system acc's,4/28/2022,32272861
,323741203,12608142,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,Rpl mang presion aceite comp [[HIDROIL]],4/28/2022,RPM,6004510016,,4/28/2022,1600,"1,150.75",,TECO PCNF MANC NMAT PRC  SETC,4/28/2022,HYD SYSTEM ACC'S,Hydraulic system acc's,4/28/2022,32272862
,323741783,13281437,TRLR TRANS EXPRESS SAND STRUCTURE,PATAS ESTABILIZADORAS DOBLADAS [[EALL]],4/28/2022,RPM,6004510016,,4/28/2022,1600,"11,507.48",,TECO PCNF NMAT PRC  SETC,4/28/2022,TRUCK FRAME ACC'S,Truck frame acc's,4/28/2022,32273049
,323741848,11501481,TRLR PUMP Q10-X 2000 HHP CVRSN,prueba operativa comun,4/29/2022,FTST,6004510016,,4/29/2022,1600,287.69,,TECO PCNF ESTC NMAT PRC  SETC,4/29/2022,,,4/29/2022,32274096
,323741849,12999791,TRLR PUMP HT2000 2000 HHP,prueba operativa comun,4/29/2022,FTST,6004510016,,4/29/2022,1600,287.69,,TECO PCNF ESTC NMAT PRC  SETC,4/29/2022,,,4/29/2022,32274097
,323741852,13038538,TRLR PUMP Q10-X 2000 HHP,prueba operativa comun,4/29/2022,FTST,6004510016,,4/29/2022,1600,287.69,,TECO PCNF ESTC NMAT PRC  SETC,4/29/2022,,,4/29/2022,32274099
,323741967,11434736,TRLR TRANSPT TANK ACID 4000 GAL,VTV - ISG887 (Control SRL),4/29/2022,CERT,6004510016,,4/29/2022,1600,"14,571.07",,REL  ESTC NMAT PRC  SETC,4/29/2022,,,4/29/2022,32274226
,323742233,12546214,TRLR PUMP Q10-X 2000 HHP,prueba operativa comun,4/30/2022,FTST,6004510016,,4/30/2022,1600,287.69,,TECO PCNF ESTC NMAT PRC  SETC,4/30/2022,,,4/30/2022,32274885
